Key;Date;Volume;Disc;max_T;min_T;avg_T;precipitation;Consumer_Price_Index_month;Exchange_Rate_Index_Period_Average_month;Exchange_Rate_LCU_per_US_Period_Average_month;Industrial_Production_Index_month;Wholesale_Producer_Price_Index_LCU_basus_month;Nominal_Consumption_Total_lcu_quarter;Nominal_Consumption_Total_US_quarter;Nominal_GDP_lcu_quarter;Nominal_GDP_US_quarter;Nominal_Private_Consumption_lcu_quarter;Nominal_Private_Consumption_US_quarter;Real_Consumption_Total_lcu_quarter;Real_Consumption_Total_US_quarter;Real_GDP_lcu_quarter;Real_GDP_US_quarter;Real_Private_Consumption_lcu_quarter;Real_Private_Consumption_US_quarter;Unemployment_Rate_quarter;Disposable_Personal_Income_lcu_annual;Disposable_personal_income_real_lcu_annual;Disposable_Personal_Income_US_annual;Employment_Total_annual;Index_Unit_Labor_Costs_LCU_basis_annual;Index_Unit_Labor_Costs_US_basis_annual;Index_wages_straight_time_LCU_basis_annual;Index_wages_straight_time_US_basis_annual;Nominal_GDP_per_employee_annual;Nominal_Consumption_Per_Capita_US_annual;Nominal_GDP_Per_Capita_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual;Nominal_Indirect_Taxes_Minus_Subsidies_US_annual;Number_of_households_annual;Participation_Rate_annual;Population_Age_Bracket_15_64_annual;Population_Total_annual;Population_Urban_annual;Price_of_Crude_Oil_LCU_basis_annual;Real_GDP_Per_Capita_lcu_annual;Real_Indirect_Taxes_Minus_Subsidies_lcu_annual;Real_Price_of_Crude_Oil_LCU_basis_annual;Real_Price_of_Crude_Oil_US_basis_annual;Share_of_Population_Urban_annual;Tax_Rate_Overall_Taxes_annual;Tax_Rate_Personal_Income_Taxes_annual;Terms_of_Trade_annual;Unemployment_annual;Wages_and_Salaries_Gross_lcu_annual;Wages_and_Salaries_Gross_US_annual;Working_Age_Population_annual;Index_Retail_Sales_Real_month;Real_GDP_at_Factor_Cost_Services_lcu_annual;PMI;Inflation_Rate;Selling_days_ratio;Selling_days;Selling_days_Quarter;Selling_days_Half;Selling_days_9;Selling_days_17;Holidays;Holidays_9;Holidays_17;Sales_Package;Marketing_Package;Month;Month1;Month2;Month3;Month4;Month5;Month6;Month7;Month8;Month9;Month10;Month11;Month12;Growth_rate
B;01/05/2014;811401,72;123304624,4;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
C;01/05/2014;1515828,53;115772650,2;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
D;01/05/2014;309505,04;44701091,19;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
E;01/05/2014;2275,23;218009,24;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
F;01/05/2014;1713073,07;104001617,7;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
G;01/05/2014;1041092,33;-12666165,47;79,3371828;61,04817581;70,19121362;5,262217855;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;50,8;2,5;0,806451613;25;73;142;25;25;6;6;6;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0
A;01/06/2014;1491952,97;386653010,6;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
H;01/06/2014;501514,3199;65946077,47;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
B;01/06/2014;915308,07;146358880,3;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
C;01/06/2014;1731305,68;136064550,2;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
D;01/06/2014;339498,79;45636590,55;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
E;01/06/2014;2894,75;595475,67;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
F;01/06/2014;1887919,38;121502678,3;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
G;01/06/2014;1292277,97;-14764773,52;84,03884321;68,52648805;76,2811967;6,008027644;85,4585;108,6444;6,8277;58,7934;103,0408;32345,4058;5190,7333;63639,6664;10212,7807;23912,7307;3837,4726;27611,9003;5272,5329;55860,4424;10152,7802;20412,7571;3897,846;3,0414;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51;2,3;0,8;24;73;142;24;24;6;6;6;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0
A;01/07/2014;1493795,1;433099316,9;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
H;01/07/2014;480080,693;55355712,22;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
B;01/07/2014;908803;158526575;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
C;01/07/2014;1851818,65;159083450,2;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
D;01/07/2014;398613,29;59082169,16;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
E;01/07/2014;3980,05;658031,86;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
F;01/07/2014;2075215,48;106029798,1;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
G;01/07/2014;1608205,35;-32603103,74;88,74997814;72,5174298;80,63249216;6,331082743;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,7;2,3;0,870967742;27;77;150;27;27;4;4;4;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0
A;01/08/2014;1466581,08;426875115,2;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
H;01/08/2014;481474,2739;67051000;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
B;01/08/2014;852560,37;146053441;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
C;01/08/2014;1572367,61;133527636,3;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
D;01/08/2014;359737,22;27279329,35;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
E;01/08/2014;4809,61;877586,77;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
F;01/08/2014;1838571,12;153032617,5;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
G;01/08/2014;1392830,13;-22353741,84;85,60583964;70,1618352;77,88226333;6,336382662;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;2;0,838709677;26;77;150;26;26;5;5;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0
A;01/09/2014;1454892,43;452472371,6;80,13442242;64,80649833;72,46866828;5,161130842;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;1,6;0,8;24;77;150;24;24;6;6;6;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
H;01/09/2014;353572,4571;53677000;80,13442242;64,80649833;72,46866828;5,161130842;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;1,6;0,8;24;77;150;24;24;6;6;6;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
B;01/09/2014;730446,72;136619218,9;80,13442242;64,80649833;72,46866828;5,161130842;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;1,6;0,8;24;77;150;24;24;6;6;6;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
C;01/09/2014;1192245,73;105508612;80,13442242;64,80649833;72,46866828;5,161130842;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;1,6;0,8;24;77;150;24;24;6;6;6;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
D;01/09/2014;253182,77;42754797,76;80,13442242;64,80649833;72,46866828;5,161130842;85,4585;108,6444;6,8277;58,7934;103,0408;33288,5531;5399,7429;65182,2179;10573,2208;24623,6892;3994,2136;28132,4851;5371,9394;56846,4993;10331,9986;20809,8373;3973,669;3,0734;28843,8538;24499,9847;4681,312;772,53;100,8679;102,8811;90,7022;92,5125;13520,4168;2812,7981;45986,7288;0;0;431,9978;0,7087;1020,1913;1399,454;759,3297;615,1156;40268,3379;0;538,6267;97,8968;54,259;17,4916;0,1194;92,8034;24,37;57361;9309,5998;1020,1913;55,4772;25253,0512;51,1;1,6;0,8;24;77;150;24;24;6;6;6;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0
