,lottery,date_occured,ball_01,ball_02,ball_03,ball_04,ball_05,ball_06,
1027,1194.0,2010-07-07,24,53,41,6,13,50,
1028,1193.0,2010-07-03,12,54,2,32,14,9,
1029,1192.0,2010-06-30,49,17,20,59,57,52,
1030,1191.0,2010-06-26,25,22,11,16,33,3,
1031,1190.0,2010-06-23,11,53,56,37,10,19,
1032,1189.0,2010-06-19,50,21,14,35,31,27,
1033,1188.0,2010-06-16,60,52,59,9,44,20,
1034,1187.0,2010-06-12,8,49,43,17,40,19,
1035,1186.0,2010-06-09,41,12,15,7,13,8,
1036,1185.0,2010-06-05,54,10,2,43,21,35,
1037,1184.0,2010-06-02,4,23,27,28,9,30,
1038,1183.0,2010-05-29,12,5,10,20,29,37,
1039,1182.0,2010-05-26,52,29,56,60,2,4,
1040,1181.0,2010-05-22,44,18,45,31,26,20,
1041,1180.0,2010-05-19,60,12,34,30,44,57,
1042,1179.0,2010-05-15,59,28,47,60,22,5,
1043,1178.0,2010-05-12,1,53,22,50,45,30,
1044,1177.0,2010-05-08,33,52,55,47,38,50,
1045,1176.0,2010-05-05,21,11,49,14,33,30,
1046,1175.0,2010-04-30,2,3,12,37,47,16,
1047,1174.0,2010-04-28,7,52,6,51,47,39,
1048,1173.0,2010-04-24,7,25,24,36,5,47,
1049,1172.0,2010-04-20,28,52,6,43,12,56,
1050,1171.0,2010-04-17,41,3,10,30,57,13,
1051,1170.0,2010-04-14,46,11,27,34,49,13,
1052,1169.0,2010-04-10,14,1,11,23,42,48,
1053,1168.0,2010-04-07,47,20,4,56,53,5,
1054,1167.0,2010-04-03,43,28,56,20,52,51,
1055,1166.0,2010-03-31,35,28,54,30,22,31,
1056,1165.0,2010-03-27,20,52,60,42,54,40,
1057,1164.0,2010-03-24,17,6,14,40,49,26,
1058,1163.0,2010-03-20,5,51,31,53,47,17,
1059,1162.0,2010-03-17,31,25,18,41,22,30,
1060,1161.0,2010-03-13,48,47,7,4,42,51,
1061,1160.0,2010-03-10,40,5,3,48,1,18,
1062,1159.0,2010-03-06,53,46,5,6,34,55,
1063,1158.0,2010-03-03,23,31,60,55,30,54,
1064,1157.0,2010-02-27,46,9,43,41,49,29,
1065,1156.0,2010-02-24,31,49,44,24,9,48,
1066,1155.0,2010-02-20,28,58,41,40,51,20,
1067,1154.0,2010-02-17,4,14,21,26,12,28,
1068,1153.0,2010-02-13,55,46,34,17,19,6,
1069,1152.0,2010-02-10,47,36,44,29,20,14,
1070,1151.0,2010-02-06,1,25,4,14,21,51,
1071,1150.0,2010-02-03,28,17,35,52,31,15,
1072,1149.0,2010-01-30,46,54,8,36,7,23,
1073,1148.0,2010-01-27,48,32,29,55,27,28,
1074,1147.0,2010-01-23,23,39,52,31,6,33,
1075,1146.0,2010-01-20,10,34,53,33,28,6,
1076,1145.0,2010-01-16,19,3,60,33,24,16,
1077,1144.0,2010-01-13,19,10,49,18,1,44,
1078,1143.0,2010-01-09,35,47,60,44,30,3,
1079,1142.0,2010-01-06,28,31,15,58,3,26,
1080,1141.0,2010-01-02,40,9,37,58,50,60,
1081,1140.0,2009-12-31,49,58,40,46,10,27,
1082,1139.0,2009-12-26,36,42,37,9,28,31,
1083,1138.0,2009-12-24,4,25,18,15,36,2,
1084,1137.0,2009-12-22,21,28,19,25,50,43,
1085,1136.0,2009-12-19,7,31,32,37,43,34,
1086,1135.0,2009-12-16,5,4,19,39,6,23,
1087,1134.0,2009-12-12,29,36,56,22,9,51,
1088,1133.0,2009-12-09,16,5,58,39,10,21,
1089,1132.0,2009-12-05,52,30,27,12,55,33,
1090,1131.0,2009-12-02,49,34,36,1,16,8,
1091,1130.0,2009-11-28,23,49,32,54,18,5,
1092,1129.0,2009-11-25,47,19,17,12,32,55,
1093,1128.0,2009-11-21,60,8,39,52,24,16,
1094,1127.0,2009-11-18,24,8,14,5,29,30,
1095,1126.0,2009-11-14,59,31,57,4,52,42,
1096,1125.0,2009-11-11,7,42,56,29,33,3,
1097,1124.0,2009-11-07,49,11,7,18,16,33,
1098,1123.0,2009-11-04,19,4,39,14,45,60,
1099,1122.0,2009-10-31,49,44,56,26,46,55,
1100,1121.0,2009-10-28,18,4,59,54,56,17,
1101,1120.0,2009-10-24,50,55,7,35,44,40,
1102,1119.0,2009-10-21,44,54,41,45,34,10,
1103,1118.0,2009-10-17,55,44,8,20,43,21,
1104,1117.0,2009-10-14,27,35,40,1,6,17,
1105,1116.0,2009-10-10,17,20,4,47,9,13,
1106,1115.0,2009-10-07,44,41,18,50,37,30,
1107,1114.0,2009-10-03,16,3,22,54,25,15,
1108,1113.0,2009-09-30,47,36,29,59,3,6,
1109,1112.0,2009-09-26,4,34,52,32,58,43,
1110,1111.0,2009-09-23,4,43,25,9,33,32,
1111,1110.0,2009-09-19,26,45,6,28,42,14,
1112,1109.0,2009-09-16,11,52,14,6,29,8,
1113,1108.0,2009-09-12,60,44,7,39,43,9,
1114,1107.0,2009-09-09,36,20,54,9,3,53,
1115,1106.0,2009-09-05,4,15,50,60,43,47,
1116,1105.0,2009-09-02,43,1,50,28,57,15,
1117,1104.0,2009-08-29,3,35,58,49,2,6,
1118,1103.0,2009-08-26,41,19,10,28,55,56,
1119,1102.0,2009-08-22,46,23,9,35,11,51,
1120,1101.0,2009-08-19,7,12,57,6,24,10,
1121,1100.0,2009-08-15,41,33,17,18,7,42,
1122,1099.0,2009-08-12,55,44,38,35,14,31,
1123,1098.0,2009-08-08,30,20,21,11,50,52,
1124,1097.0,2009-08-05,21,48,33,1,56,17,
1125,1096.0,2009-08-01,3,41,52,14,13,16,
1126,1095.0,2009-07-29,27,23,36,10,21,16,
1127,1094.0,2009-07-25,10,9,48,36,41,21,
1128,1093.0,2009-07-22,27,49,38,23,41,19,
1129,1092.0,2009-07-18,40,30,1,9,33,34,
1130,1091.0,2009-07-15,27,56,17,24,49,23,
1131,1090.0,2009-07-11,24,9,40,20,36,42,
1132,1089.0,2009-07-08,37,48,32,2,18,20,
1133,1088.0,2009-07-04,24,42,35,31,6,57,
1134,1087.0,2009-07-01,36,46,28,32,3,20,
1135,1086.0,2009-06-27,45,4,6,23,10,2,
1136,1085.0,2009-06-24,39,50,21,12,40,55,
1137,1084.0,2009-06-20,20,5,29,59,40,33,
1138,1083.0,2009-06-17,20,28,42,23,10,43,
1139,1082.0,2009-06-13,4,40,50,17,55,38,
1140,1081.0,2009-06-10,9,56,29,52,16,24,
1141,1080.0,2009-06-06,56,11,20,41,34,18,
1142,1079.0,2009-06-03,36,12,37,24,5,28,
1143,1078.0,2009-05-30,3,6,45,34,41,43,
1144,1077.0,2009-05-27,11,6,18,5,37,9,
1145,1076.0,2009-05-23,32,33,10,19,42,4,
1146,1075.0,2009-05-20,53,39,16,21,10,12,
1147,1074.0,2009-05-16,3,47,10,50,29,23,
1148,1073.0,2009-05-13,44,36,32,8,34,25,
1149,1072.0,2009-05-09,19,18,54,47,43,9,
1150,1071.0,2009-05-06,5,37,43,7,53,54,
1151,1070.0,2009-05-02,41,53,8,23,5,16,
1152,1069.0,2009-04-29,28,17,49,53,45,9,
1153,1068.0,2009-04-25,44,48,25,57,27,47,
1154,1067.0,2009-04-22,14,10,56,25,4,28,
1155,1066.0,2009-04-18,10,43,49,32,25,6,
1156,1065.0,2009-04-15,7,57,19,43,39,30,
1157,1064.0,2009-04-11,28,4,19,16,49,29,
1158,1063.0,2009-04-08,49,1,22,47,44,50,
1159,1062.0,2009-04-04,55,8,2,37,23,33,
1160,1061.0,2009-04-01,9,41,56,23,21,30,
1161,1060.0,2009-03-28,1,41,3,18,16,42,
1162,1059.0,2009-03-25,37,1,14,45,12,16,
1163,1058.0,2009-03-21,20,51,57,45,24,18,
1164,1057.0,2009-03-18,15,49,59,4,3,2,
1165,1056.0,2009-03-14,38,8,50,53,59,6,
1166,1055.0,2009-03-11,27,32,15,12,20,16,
1167,1054.0,2009-03-07,41,27,13,60,14,18,
1168,1053.0,2009-03-04,15,42,27,53,34,49,
1169,1052.0,2009-02-28,8,11,16,15,57,52,
1170,1051.0,2009-02-25,57,11,7,43,10,13,
1171,1050.0,2009-02-21,60,14,45,24,33,26,
1172,1049.0,2009-02-18,34,17,52,5,2,29,
1173,1048.0,2009-02-14,57,3,38,21,28,16,
1174,1047.0,2009-02-11,1,2,10,48,14,8,
1175,1046.0,2009-02-07,57,40,28,42,54,55,
1176,1045.0,2009-02-04,31,6,5,17,50,1,
1177,1044.0,2009-01-31,58,10,39,11,13,35,
1178,1043.0,2009-01-28,25,14,51,48,60,21,
1179,1042.0,2009-01-24,25,46,51,18,13,30,
1180,1041.0,2009-01-21,12,10,36,54,44,57,
1181,1040.0,2009-01-17,44,1,28,55,6,39,
1182,1039.0,2009-01-14,52,2,20,27,36,24,
1183,1038.0,2009-01-10,51,7,6,28,35,43,
1184,1037.0,2009-01-07,56,36,4,44,46,53,
1185,1036.0,2009-01-03,27,39,36,10,41,52,
1186,1035.0,2008-12-31,51,60,1,11,59,26,
1187,1034.0,2008-12-27,20,42,1,3,49,18,
1188,1033.0,2008-12-24,39,6,5,33,54,17,
1189,1032.0,2008-12-20,57,43,15,29,26,16,
1190,1031.0,2008-12-17,49,33,24,40,46,43,
1191,1030.0,2008-12-13,57,8,54,1,23,37,
1192,1029.0,2008-12-10,17,5,16,24,20,32,
1193,1028.0,2008-12-06,54,26,34,51,20,52,
1194,1027.0,2008-12-03,20,18,47,44,60,33,
1195,1026.0,2008-11-29,10,33,51,53,6,17,
1196,1025.0,2008-11-26,52,40,29,27,28,10,
1197,1024.0,2008-11-22,28,53,18,39,22,29,
1198,1023.0,2008-11-19,45,40,2,7,18,8,
1199,1022.0,2008-11-16,31,21,40,39,56,5,
1200,1021.0,2008-11-12,42,55,51,43,2,33,
1201,1020.0,2008-11-08,19,32,52,1,2,39,
1202,1019.0,2008-11-05,29,47,4,13,46,23,
1203,1018.0,2008-11-01,55,51,58,9,44,24,
1204,1017.0,2008-10-29,31,51,19,6,56,34,
1205,1016.0,2008-10-25,11,9,25,5,60,20,
1206,1015.0,2008-10-22,49,8,28,3,26,17,
1207,1014.0,2008-10-18,60,57,9,25,8,41,
1208,1013.0,2008-10-15,7,9,20,41,12,19,
1209,1012.0,2008-10-11,47,19,58,14,40,55,
1210,1011.0,2008-10-08,30,2,52,21,11,35,
1211,1010.0,2008-10-04,2,46,3,37,13,54,
1212,1009.0,2008-10-01,34,12,1,6,58,29,
1213,1008.0,2008-09-27,7,15,42,48,34,13,
1214,1007.0,2008-09-24,49,27,4,36,52,37,
1215,1006.0,2008-09-20,48,17,4,33,55,2,
1216,1005.0,2008-09-17,6,41,4,37,12,42,
1217,1004.0,2008-09-13,45,47,29,40,44,43,
1218,1003.0,2008-09-10,10,27,23,5,16,26,
1219,1002.0,2008-09-06,3,31,7,25,40,58,
1220,1001.0,2008-09-03,15,37,27,12,60,51,
1221,1000.0,2008-08-30,49,58,53,39,38,29,
1222,999.0,2008-08-27,44,36,55,58,18,24,
1223,998.0,2008-08-23,28,21,4,32,3,22,
1224,997.0,2008-08-20,18,53,55,32,9,17,
1225,996.0,2008-08-16,21,23,20,7,29,15,
1226,995.0,2008-08-13,4,54,55,36,16,31,
1227,994.0,2008-08-09,44,40,58,29,3,20,
1228,993.0,2008-08-06,26,25,42,60,5,24,
1229,992.0,2008-08-02,6,8,4,1,25,28,
1230,991.0,2008-07-30,8,38,60,41,15,9,
1231,990.0,2008-07-26,29,18,2,15,10,39,
1232,989.0,2008-07-23,38,21,27,2,29,32,
1233,988.0,2008-07-19,48,17,46,56,60,8,
1234,987.0,2008-07-16,47,27,13,31,34,58,
1235,986.0,2008-07-12,32,6,31,24,15,19,
1236,985.0,2008-07-09,4,56,18,59,46,16,
1237,984.0,2008-07-05,46,20,4,43,47,10,
1238,983.0,2008-07-02,38,45,40,16,32,22,
1239,982.0,2008-06-28,12,24,8,40,43,49,
1240,981.0,2008-06-25,8,41,53,1,58,34,
1241,980.0,2008-06-21,35,17,59,15,36,29,
1242,979.0,2008-06-18,28,3,39,51,31,15,
1243,978.0,2008-06-14,42,58,12,18,16,27,
1244,977.0,2008-06-11,17,3,9,32,7,5,
1245,976.0,2008-06-07,28,53,38,23,14,25,
1246,975.0,2008-06-04,33,9,37,40,41,30,
1247,974.0,2008-05-31,45,20,38,31,16,12,
1248,973.0,2008-05-28,53,36,8,30,1,47,
1249,972.0,2008-05-24,33,18,15,56,31,34,
1250,971.0,2008-05-21,4,14,33,44,11,45,
1251,970.0,2008-05-17,57,34,5,54,28,21,
1252,969.0,2008-05-14,56,35,50,13,41,25,
1253,968.0,2008-05-10,30,4,13,60,51,1,
1254,967.0,2008-05-07,18,14,57,30,13,5,
1255,966.0,2008-05-03,1,58,26,28,4,41,
1256,965.0,2008-04-30,36,39,57,58,5,30,
1257,964.0,2008-04-26,42,13,33,20,8,26,
1258,963.0,2008-04-23,37,17,15,50,48,59,
1259,962.0,2008-04-19,2,48,49,40,55,11,
1260,961.0,2008-04-16,16,53,2,4,21,36,
1261,960.0,2008-04-12,34,6,33,18,53,19,
1262,959.0,2008-04-09,57,3,5,11,33,39,
1263,958.0,2008-04-05,13,22,7,33,51,48,
1264,957.0,2008-04-02,50,32,25,34,57,24,
1265,956.0,2008-03-29,46,51,47,59,54,57,
1266,955.0,2008-03-26,35,5,32,21,33,12,
1267,954.0,2008-03-22,8,5,24,18,57,33,
1268,953.0,2008-03-19,55,48,1,39,16,42,
1269,952.0,2008-03-15,54,11,27,18,2,30,
1270,951.0,2008-03-12,49,24,39,34,55,14,
1271,950.0,2008-03-08,48,59,49,41,42,23,
1272,949.0,2008-03-05,44,1,51,52,41,23,
1273,948.0,2008-03-01,22,44,41,46,52,54,
1274,947.0,2008-02-27,33,11,3,58,14,5,
1275,946.0,2008-02-23,59,1,47,5,52,12,
1276,945.0,2008-02-20,44,8,59,54,4,27,
1277,944.0,2008-02-16,16,58,43,37,52,59,
1278,943.0,2008-02-13,47,41,58,3,23,12,
1279,942.0,2008-02-09,5,52,18,8,59,42,
1280,941.0,2008-02-06,11,15,10,27,60,53,
1281,940.0,2008-02-02,25,33,51,31,5,37,
1282,939.0,2008-01-30,6,23,19,50,37,49,
1283,938.0,2008-01-26,35,15,27,57,50,59,
1284,937.0,2008-01-23,22,41,2,30,21,52,
1285,936.0,2008-01-19,5,33,14,29,44,22,
1286,935.0,2008-01-16,7,45,18,13,29,31,
1287,934.0,2008-01-12,25,48,44,3,21,1,
1288,933.0,2008-01-09,25,39,45,51,8,14,
1289,932.0,2008-01-05,2,21,42,53,36,17,
1290,931.0,2007-12-31,17,34,7,36,39,19,
1291,930.0,2007-12-22,46,20,55,37,28,49,
1292,929.0,2007-12-19,16,49,35,39,57,27,
1293,928.0,2007-12-15,32,10,49,60,4,33,
1294,927.0,2007-12-12,36,26,31,23,19,33,
1295,926.0,2007-12-08,40,41,34,33,21,59,
1296,925.0,2007-12-05,52,37,46,8,22,36,
1297,924.0,2007-12-01,51,27,60,21,20,2,
1298,923.0,2007-11-28,53,39,2,50,57,15,
1299,922.0,2007-11-24,41,49,45,19,13,12,
1300,921.0,2007-11-21,35,41,1,57,9,48,
1301,920.0,2007-11-17,17,57,55,24,52,5,
1302,919.0,2007-11-14,43,25,41,60,31,3,
1303,918.0,2007-11-10,38,44,8,4,12,52,
1304,917.0,2007-11-07,23,59,25,47,46,30,
1305,916.0,2007-11-03,33,37,5,38,28,36,
1306,915.0,2007-10-31,20,28,49,26,17,48,
1307,914.0,2007-10-27,33,51,9,23,45,12,
1308,913.0,2007-10-24,30,14,59,36,46,38,
1309,912.0,2007-10-20,26,21,54,4,19,29,
1310,911.0,2007-10-17,49,46,1,29,6,28,
1311,910.0,2007-10-13,53,29,36,3,15,27,
1312,909.0,2007-10-10,42,17,26,38,28,22,
1313,908.0,2007-10-06,19,1,9,25,50,52,
1314,907.0,2007-10-03,9,41,53,37,36,51,
1315,906.0,2007-09-29,35,39,29,24,7,14,
1316,905.0,2007-09-26,4,15,57,55,2,16,
1317,904.0,2007-09-22,32,44,59,53,48,51,
1318,903.0,2007-09-19,17,5,32,55,20,41,
1319,902.0,2007-09-15,52,55,23,50,58,18,
1320,901.0,2007-09-12,32,34,16,13,56,33,
1321,900.0,2007-09-08,4,21,59,18,38,34,
1322,899.0,2007-09-05,58,18,54,36,53,20,
1323,898.0,2007-09-01,4,8,3,54,45,30,
1324,897.0,2007-08-29,21,57,46,22,7,43,
1325,896.0,2007-08-25,31,11,41,35,22,5,
1326,895.0,2007-08-22,2,55,41,43,57,58,
1327,894.0,2007-08-18,37,24,44,28,20,41,
1328,893.0,2007-08-15,56,53,51,26,18,3,
1329,892.0,2007-08-11,1,49,52,42,19,44,
1330,891.0,2007-08-08,15,22,19,35,34,16,
1331,890.0,2007-08-04,9,21,22,7,17,54,
1332,889.0,2007-08-01,34,54,20,39,60,24,
1333,888.0,2007-07-28,50,24,40,54,52,60,
1334,887.0,2007-07-25,44,12,32,21,1,34,
1335,886.0,2007-07-21,50,55,37,33,59,17,
1336,885.0,2007-07-18,13,4,31,33,47,51,
1337,884.0,2007-07-14,22,11,2,14,39,12,
1338,883.0,2007-07-11,21,37,60,32,52,53,
1339,882.0,2007-07-07,42,45,44,60,41,17,
1340,881.0,2007-07-04,43,24,4,51,18,56,
1341,880.0,2007-06-30,51,30,49,25,37,46,
1342,879.0,2007-06-27,29,10,46,35,42,28,
1343,878.0,2007-06-23,37,12,43,38,11,54,
1344,877.0,2007-06-20,13,15,20,31,28,36,
1345,876.0,2007-06-16,4,12,41,45,60,8,
1346,875.0,2007-06-13,53,18,36,58,24,20,
1347,874.0,2007-06-09,59,20,52,42,44,10,
1348,873.0,2007-06-06,57,59,4,34,19,30,
1349,872.0,2007-06-02,18,55,58,43,31,5,
1350,871.0,2007-05-30,17,5,58,1,47,10,
1351,870.0,2007-05-26,52,8,43,34,40,21,
1352,869.0,2007-05-23,29,42,50,51,49,27,
1353,868.0,2007-05-19,57,51,21,22,25,40,
1354,867.0,2007-05-16,54,26,28,19,44,10,
1355,866.0,2007-05-12,36,48,27,40,5,46,
1356,865.0,2007-05-09,27,23,41,51,26,53,
1357,864.0,2007-05-05,31,11,33,42,57,8,
1358,863.0,2007-05-02,32,53,50,57,15,24,
1359,862.0,2007-04-28,19,35,12,2,11,8,
1360,861.0,2007-04-25,42,40,60,59,47,39,
1361,860.0,2007-04-23,22,8,17,42,44,2,
1362,859.0,2007-04-18,46,47,12,57,34,9,
1363,858.0,2007-04-14,31,37,54,23,4,18,
1364,857.0,2007-04-11,17,59,49,2,3,50,
1365,856.0,2007-04-07,11,40,41,47,15,42,
1366,855.0,2007-04-04,42,3,24,53,43,31,
1367,854.0,2007-03-31,17,3,24,27,44,25,
1368,853.0,2007-03-28,51,30,59,46,38,56,
1369,852.0,2007-03-24,14,38,6,23,44,34,
1370,851.0,2007-03-21,16,32,35,58,19,3,
1371,850.0,2007-03-17,60,22,59,25,44,7,
1372,849.0,2007-03-14,8,39,9,58,44,49,
1373,848.0,2007-03-10,56,34,17,32,47,27,
1374,847.0,2007-03-07,42,14,44,27,15,48,
1375,846.0,2007-03-03,47,54,2,50,3,44,
1376,845.0,2007-02-28,40,48,19,20,14,52,
1377,844.0,2007-02-24,54,24,44,57,34,16,
1378,843.0,2007-02-17,34,48,1,16,45,36,
1379,842.0,2007-02-14,51,44,60,9,7,30,
1380,841.0,2007-02-10,36,51,32,22,38,7,
1381,840.0,2007-02-07,43,29,35,59,31,17,
1382,839.0,2007-02-03,11,18,8,7,37,43,
1383,838.0,2007-01-31,9,30,47,38,23,44,
1384,837.0,2007-01-27,16,5,24,34,6,60,
1385,836.0,2007-01-24,28,22,38,17,52,59,
1386,835.0,2007-01-20,58,31,57,49,33,18,
1387,834.0,2007-01-17,44,10,17,16,51,34,
1388,833.0,2007-01-13,53,58,57,16,46,13,
1389,832.0,2007-01-10,17,49,15,33,39,23,
1390,831.0,2007-01-06,3,50,48,42,32,33,
1391,830.0,2007-01-03,53,51,2,41,13,49,
1392,829.0,2006-12-31,32,50,14,47,10,56,
1393,828.0,2006-12-23,23,50,53,42,28,38,
1394,827.0,2006-12-21,24,56,30,51,42,18,
1395,826.0,2006-12-19,45,6,8,7,53,27,
1396,825.0,2006-12-16,28,21,40,10,41,47,
1397,824.0,2006-12-13,33,48,6,7,20,9,
1398,823.0,2006-12-09,15,26,59,1,54,51,
1399,822.0,2006-12-06,4,17,41,10,27,52,
1400,821.0,2006-12-02,4,29,38,36,33,42,
1401,820.0,2006-11-29,17,45,32,21,10,46,
1402,819.0,2006-11-25,51,5,58,46,25,19,
1403,818.0,2006-11-22,44,41,22,8,9,25,
1404,817.0,2006-11-18,34,43,29,30,10,52,
1405,816.0,2006-11-16,21,47,40,52,30,20,
1406,815.0,2006-11-11,57,50,9,39,37,19,
1407,814.0,2006-11-08,11,2,46,50,8,41,
1408,813.0,2006-11-04,23,15,56,46,9,45,
1409,812.0,2006-11-01,57,39,54,11,38,13,
1410,811.0,2006-10-28,32,57,28,41,10,47,
1411,810.0,2006-10-25,4,33,1,48,5,37,
1412,809.0,2006-10-21,25,23,11,5,30,15,
1413,808.0,2006-10-18,15,21,31,46,2,57,
1414,807.0,2006-10-14,8,27,2,32,56,49,
1415,806.0,2006-10-12,60,41,47,26,35,18,
1416,805.0,2006-10-07,30,2,48,60,43,36,
1417,804.0,2006-10-04,13,59,37,56,3,47,
1418,803.0,2006-09-30,10,57,28,3,5,21,
1419,802.0,2006-09-27,14,24,60,6,18,48,
1420,801.0,2006-09-23,20,22,11,19,48,42,
1421,800.0,2006-09-20,1,7,56,11,37,38,
1422,799.0,2006-09-16,29,35,19,57,42,55,
1423,798.0,2006-09-13,32,9,4,52,29,3,
1424,797.0,2006-09-09,58,48,52,47,12,6,
1425,796.0,2006-09-06,19,24,43,34,39,5,
1426,795.0,2006-09-02,14,36,21,29,26,48,
1427,794.0,2006-08-30,56,47,55,38,42,3,
1428,793.0,2006-08-26,3,51,33,15,16,57,
1429,792.0,2006-08-23,43,56,9,45,29,34,
1430,791.0,2006-08-19,42,35,19,9,14,58,
1431,790.0,2006-08-16,22,2,19,28,43,6,
1432,789.0,2006-08-12,60,39,31,38,6,50,
1433,788.0,2006-08-09,31,57,17,19,29,44,
1434,787.0,2006-08-05,37,31,20,60,34,54,
1435,786.0,2006-08-02,27,31,26,11,10,41,
1436,785.0,2006-07-29,35,5,37,8,48,17,
1437,784.0,2006-07-26,42,56,8,37,27,53,
1438,783.0,2006-07-22,43,21,48,8,4,32,
1439,782.0,2006-07-19,11,23,59,42,35,2,
1440,781.0,2006-07-15,10,54,8,39,56,13,
1441,780.0,2006-07-12,10,50,28,51,59,7,
1442,779.0,2006-07-08,36,54,52,25,29,26,
1443,778.0,2006-07-05,45,20,36,37,31,51,
1444,777.0,2006-07-01,14,50,23,2,28,56,
1445,776.0,2006-06-28,57,35,60,41,3,15,
1446,775.0,2006-06-24,27,12,46,47,42,50,
1447,774.0,2006-06-21,37,5,54,58,46,10,
1448,773.0,2006-06-17,3,5,51,29,34,14,
1449,772.0,2006-06-14,38,51,52,60,10,35,
1450,771.0,2006-06-10,29,46,34,47,21,14,
1451,770.0,2006-06-07,4,34,25,35,48,12,
1452,769.0,2006-06-03,20,21,50,29,12,16,
1453,768.0,2006-05-31,33,37,59,30,4,8,
1454,767.0,2006-05-27,22,50,32,38,54,15,
1455,766.0,2006-05-24,1,50,19,42,24,58,
1456,765.0,2006-05-21,3,37,50,16,30,10,
1457,764.0,2006-05-18,7,3,55,47,53,45,
1458,763.0,2006-05-13,40,47,1,48,9,26,
1459,762.0,2006-05-10,39,9,21,12,37,54,
1460,761.0,2006-05-06,56,29,17,13,27,40,
1461,760.0,2006-05-03,12,17,60,44,46,45,
1462,759.0,2006-04-29,59,39,30,31,48,45,
1463,758.0,2006-04-26,47,59,1,23,36,43,
1464,757.0,2006-04-22,17,32,12,18,58,30,
1465,756.0,2006-04-19,37,50,41,5,38,27,
1466,755.0,2006-04-15,59,30,47,12,4,49,
1467,754.0,2006-04-12,4,42,34,50,3,13,
1468,753.0,2006-04-08,59,35,43,22,7,2,
1469,752.0,2006-04-05,25,4,29,42,24,23,
1470,751.0,2006-04-01,4,25,38,50,20,7,
1471,750.0,2006-03-29,58,17,54,10,42,33,
1472,749.0,2006-03-25,24,47,4,57,48,50,
1473,748.0,2006-03-22,1,7,19,51,35,2,
1474,747.0,2006-03-18,21,23,56,12,3,2,
1475,746.0,2006-03-15,49,12,10,57,25,1,
1476,745.0,2006-03-11,21,57,37,16,43,2,
1477,744.0,2006-03-08,26,46,12,23,39,4,
1478,743.0,2006-03-04,54,20,32,60,25,23,
1479,742.0,2006-03-01,34,17,7,41,2,50,
1480,741.0,2006-02-25,26,39,27,24,59,36,
1481,740.0,2006-02-22,29,47,12,50,16,28,
1482,739.0,2006-02-18,6,45,56,49,35,10,
1483,738.0,2006-02-15,15,30,14,42,26,54,
1484,737.0,2006-02-11,33,12,24,38,11,32,
1485,736.0,2006-02-08,1,21,38,41,56,49,
1486,735.0,2006-02-04,40,42,15,52,38,9,
1487,734.0,2006-02-01,44,45,27,29,43,54,
1488,733.0,2006-01-28,12,26,31,43,46,2,
1489,732.0,2006-01-25,49,19,53,50,17,6,
1490,731.0,2006-01-21,35,6,15,23,28,16,
1491,730.0,2006-01-18,45,15,2,54,16,50,
1492,729.0,2006-01-14,33,56,18,57,43,5,
1493,728.0,2006-01-11,44,42,13,8,24,32,
1494,727.0,2006-01-07,14,42,12,4,59,30,
1495,726.0,2006-01-04,40,47,1,5,7,37,
1496,725.0,2005-12-31,49,9,3,35,37,41,
1497,724.0,2005-12-21,34,51,55,17,48,27,
1498,723.0,2005-12-17,16,6,52,1,36,50,
1499,722.0,2005-12-14,60,36,57,18,44,9,
1500,721.0,2005-12-10,14,3,23,55,36,25,
1501,720.0,2005-12-07,12,56,44,51,31,54,
1502,719.0,2005-12-03,39,47,37,53,32,3,
1503,718.0,2005-11-30,7,35,21,39,58,33,
1504,717.0,2005-11-26,28,35,41,17,6,23,
1505,716.0,2005-11-23,29,2,7,50,16,32,
1506,715.0,2005-11-19,54,36,12,4,33,24,
1507,714.0,2005-11-16,17,53,39,8,7,35,
1508,713.0,2005-11-12,46,1,26,16,12,54,
1509,712.0,2005-11-09,35,7,53,58,8,43,
1510,711.0,2005-11-05,10,5,41,59,40,33,
1511,710.0,2005-10-29,46,25,5,49,39,34,
1512,709.0,2005-10-26,29,22,44,9,6,4,
1513,708.0,2005-10-22,45,13,39,47,9,7,
1514,707.0,2005-10-19,51,8,1,43,10,36,
1515,706.0,2005-10-15,22,10,17,7,2,60,
1516,705.0,2005-10-08,3,15,11,13,26,43,
1517,704.0,2005-10-05,2,27,50,34,18,4,
1518,703.0,2005-10-01,30,24,2,45,11,27,
1519,702.0,2005-09-28,1,56,18,58,45,57,
1520,701.0,2005-09-24,13,1,31,23,60,48,
1521,700.0,2005-09-21,2,3,24,40,31,14,
1522,699.0,2005-09-19,53,17,50,23,54,48,
1523,698.0,2005-09-14,22,8,27,43,55,12,
1524,697.0,2005-09-10,53,35,32,31,28,51,
1525,696.0,2005-09-03,37,16,34,57,53,9,
1526,695.0,2005-08-31,13,40,21,52,6,11,
1527,694.0,2005-08-27,15,19,29,53,37,41,
1528,693.0,2005-08-24,14,50,41,17,31,13,
1529,692.0,2005-08-20,33,18,60,11,58,57,
1530,691.0,2005-08-17,55,16,58,8,37,50,
1531,690.0,2005-08-13,15,41,8,47,12,53,
1532,689.0,2005-08-10,6,60,7,31,49,51,
1533,688.0,2005-08-06,47,30,52,11,21,35,
1534,687.0,2005-08-03,59,48,1,7,41,14,
1535,686.0,2005-07-30,33,5,4,54,15,26,
