,lottery,date_occured,ball_01,ball_02,ball_03,ball_04,ball_05,ball_06,
512,1709.0,2015-05-30,30,7,47,35,19,42,
513,1708.0,2015-05-27,38,50,29,45,17,32,
514,1707.0,2015-05-23,36,27,20,7,16,52,
515,1706.0,2015-05-20,12,31,34,48,36,56,
516,1705.0,2015-05-16,50,37,51,27,29,25,
517,1704.0,2015-05-13,11,7,59,51,32,1,
518,1703.0,2015-05-09,49,3,35,39,23,26,
519,1702.0,2015-05-07,39,52,17,35,19,33,
520,1701.0,2015-05-05,9,3,18,40,32,56,
521,1700.0,2015-05-02,58,41,48,50,15,18,
522,1699.0,2015-04-29,1,10,30,33,38,6,
523,1698.0,2015-04-25,24,44,28,13,45,11,
524,1697.0,2015-04-22,8,30,23,51,53,58,
525,1696.0,2015-04-18,12,1,31,37,17,46,
526,1695.0,2015-04-15,36,43,38,24,58,44,
527,1694.0,2015-04-11,34,29,20,37,57,45,
528,1693.0,2015-04-08,19,18,38,5,21,15,
529,1692.0,2015-04-04,44,56,13,14,27,11,
530,1691.0,2015-04-01,39,45,58,10,1,24,
531,1690.0,2015-03-28,24,45,53,35,26,21,
532,1689.0,2015-03-25,41,2,53,5,13,27,
533,1688.0,2015-03-21,18,23,42,56,32,30,
534,1687.0,2015-03-18,15,58,24,37,46,49,
535,1686.0,2015-03-14,44,37,9,55,14,46,
536,1685.0,2015-03-11,39,46,18,51,31,3,
537,1684.0,2015-03-07,9,12,31,50,18,39,
538,1683.0,2015-03-04,48,4,12,34,32,33,
539,1682.0,2015-02-28,13,39,51,37,35,7,
540,1681.0,2015-02-25,1,33,8,11,6,50,
541,1680.0,2015-02-21,37,46,47,51,23,38,
542,1679.0,2015-02-18,28,2,1,46,27,47,
543,1678.0,2015-02-14,35,52,17,19,9,11,
544,1677.0,2015-02-11,52,33,15,28,51,10,
545,1676.0,2015-02-07,2,1,37,51,48,11,
546,1675.0,2015-02-04,36,3,35,56,18,34,
547,1674.0,2015-01-31,42,59,30,58,50,22,
548,1673.0,2015-01-28,35,10,47,5,24,23,
549,1672.0,2015-01-24,20,10,1,5,42,3,
550,1671.0,2015-01-21,21,31,56,55,45,27,
551,1670.0,2015-01-17,1,33,30,17,47,19,
552,1669.0,2015-01-14,29,28,31,48,45,49,
553,1668.0,2015-01-10,47,40,55,57,52,5,
554,1667.0,2015-01-07,51,24,56,7,12,44,
555,1666.0,2015-01-03,51,27,1,23,45,2,
556,1665.0,2014-12-31,20,11,16,1,56,5,
557,1664.0,2014-12-24,48,8,21,36,23,29,
558,1663.0,2014-12-20,20,27,49,40,55,18,
559,1662.0,2014-12-17,57,10,25,14,33,29,
560,1661.0,2014-12-13,16,48,43,27,58,13,
561,1660.0,2014-12-10,17,38,42,51,34,8,
562,1659.0,2014-12-06,20,33,37,49,4,10,
563,1658.0,2014-12-03,7,40,19,49,11,23,
564,1657.0,2014-11-29,10,54,37,45,14,7,
565,1656.0,2014-11-26,6,4,43,54,56,11,
566,1655.0,2014-11-22,56,46,7,24,28,53,
567,1654.0,2014-11-19,50,33,42,7,58,16,
568,1653.0,2014-11-14,45,22,27,21,1,32,
569,1652.0,2014-11-12,44,28,24,57,7,26,
570,1651.0,2014-11-08,27,44,8,35,38,41,
571,1650.0,2014-11-05,23,57,29,17,60,38,
572,1649.0,2014-11-01,54,33,24,44,38,42,
573,1648.0,2014-10-29,48,18,15,22,20,16,
574,1647.0,2014-10-25,38,54,23,12,17,53,
575,1646.0,2014-10-22,34,23,41,19,40,58,
576,1645.0,2014-10-18,31,37,21,38,8,18,
577,1644.0,2014-10-15,10,16,34,13,60,22,
578,1643.0,2014-10-11,19,20,16,60,28,37,
579,1642.0,2014-10-08,47,3,43,42,60,23,
580,1641.0,2014-10-04,51,30,29,33,46,23,
581,1640.0,2014-10-01,6,18,46,23,31,2,
582,1639.0,2014-09-27,35,51,34,49,16,29,
583,1638.0,2014-09-24,38,2,42,58,41,1,
584,1637.0,2014-09-20,5,56,24,55,1,47,
585,1636.0,2014-09-17,33,19,52,51,35,26,
586,1635.0,2014-09-13,30,32,51,8,28,23,
587,1634.0,2014-09-10,44,9,33,10,23,51,
588,1633.0,2014-09-06,2,11,49,13,36,1,
589,1632.0,2014-09-03,18,56,27,6,24,59,
590,1631.0,2014-08-30,47,48,44,60,4,29,
591,1630.0,2014-08-27,30,43,7,44,1,54,
592,1629.0,2014-08-23,47,20,35,4,59,24,
593,1628.0,2014-08-20,38,26,60,34,29,50,
594,1627.0,2014-08-16,26,57,20,32,45,41,
595,1626.0,2014-08-13,3,52,5,43,35,14,
596,1625.0,2014-08-09,45,11,22,52,36,40,
597,1624.0,2014-08-07,32,2,27,47,58,41,
598,1623.0,2014-08-05,33,56,59,43,50,49,
599,1622.0,2014-08-02,21,7,5,53,45,4,
600,1621.0,2014-07-30,24,22,38,49,10,39,
601,1620.0,2014-07-26,57,23,38,13,34,27,
602,1619.0,2014-07-23,46,17,5,42,47,8,
603,1618.0,2014-07-19,9,51,20,24,52,43,
604,1617.0,2014-07-16,23,31,47,54,3,26,
605,1616.0,2014-07-12,46,40,58,31,28,42,
606,1615.0,2014-07-09,26,20,5,44,33,31,
607,1614.0,2014-07-05,49,27,43,17,14,21,
608,1613.0,2014-07-02,31,18,4,46,44,49,
609,1612.0,2014-06-28,17,51,36,6,42,13,
610,1611.0,2014-06-25,24,51,50,28,58,47,
611,1610.0,2014-06-21,36,53,35,9,1,4,
612,1609.0,2014-06-18,2,26,6,13,53,60,
613,1608.0,2014-06-14,6,43,17,5,54,59,
614,1607.0,2014-06-11,32,41,51,7,31,52,
615,1606.0,2014-06-07,54,1,15,37,46,42,
616,1605.0,2014-06-04,42,30,9,19,31,21,
617,1604.0,2014-05-31,21,40,51,27,24,2,
618,1603.0,2014-05-28,13,53,20,31,60,27,
619,1602.0,2014-05-24,8,44,40,35,22,12,
620,1601.0,2014-05-21,60,24,56,45,10,8,
621,1600.0,2014-05-17,9,46,23,32,35,57,
622,1599.0,2014-05-14,35,10,15,58,36,3,
623,1598.0,2014-05-10,36,47,42,29,53,31,
624,1597.0,2014-05-07,16,52,5,44,10,50,
625,1596.0,2014-05-03,5,12,1,7,45,10,
626,1595.0,2014-04-30,59,5,42,8,46,2,
627,1594.0,2014-04-26,53,43,23,6,7,8,
628,1593.0,2014-04-23,4,17,38,9,18,21,
629,1592.0,2014-04-19,41,49,36,42,31,38,
630,1591.0,2014-04-16,4,23,55,10,38,33,
631,1590.0,2014-04-12,40,7,44,55,34,20,
632,1589.0,2014-04-09,11,41,51,5,19,4,
633,1588.0,2014-04-05,36,29,23,49,32,45,
634,1587.0,2014-04-02,8,21,19,30,52,56,
635,1586.0,2014-03-29,47,58,8,43,39,46,
636,1585.0,2014-03-26,55,47,43,48,49,2,
637,1584.0,2014-03-22,27,54,28,50,22,3,
638,1583.0,2014-03-19,18,2,9,47,17,45,
639,1582.0,2014-03-15,4,17,1,48,13,38,
640,1581.0,2014-03-12,31,34,15,14,25,30,
641,1580.0,2014-03-08,1,6,14,17,33,36,
642,1579.0,2014-03-05,34,25,40,51,60,49,
643,1578.0,2014-03-01,6,53,56,30,37,3,
644,1577.0,2014-02-26,25,32,11,59,51,14,
645,1576.0,2014-02-22,26,30,21,15,13,46,
646,1575.0,2014-02-19,1,5,4,45,14,56,
647,1574.0,2014-02-15,6,28,33,48,46,27,
648,1573.0,2014-02-12,7,16,36,35,38,21,
649,1572.0,2014-02-08,46,42,27,45,20,47,
650,1571.0,2014-02-05,46,60,55,32,3,29,
651,1570.0,2014-02-01,18,46,42,15,56,24,
652,1569.0,2014-01-29,42,15,18,31,5,53,
653,1568.0,2014-01-25,28,58,19,24,42,25,
654,1567.0,2014-01-22,53,38,30,2,15,48,
655,1566.0,2014-01-18,11,32,60,5,6,36,
656,1565.0,2014-01-15,43,41,37,51,18,39,
657,1564.0,2014-01-11,54,44,38,25,46,53,
658,1563.0,2014-01-09,43,36,1,20,13,6,
659,1562.0,2014-01-04,12,10,51,37,23,47,
660,1561.0,2014-01-02,28,26,54,55,23,60,
661,1560.0,2013-12-31,30,47,53,38,20,36,
662,1559.0,2013-12-21,37,58,12,29,8,16,
663,1558.0,2013-12-19,31,42,15,7,17,54,
664,1557.0,2013-12-17,46,18,16,45,31,4,
665,1556.0,2013-12-14,7,52,11,10,1,4,
666,1555.0,2013-12-11,5,52,59,2,33,23,
667,1554.0,2013-12-07,30,52,50,49,53,32,
668,1553.0,2013-12-04,29,21,20,46,22,60,
669,1552.0,2013-11-30,7,18,26,46,39,24,
670,1551.0,2013-11-27,2,23,38,15,21,19,
671,1550.0,2013-11-23,21,56,36,9,13,27,
672,1549.0,2013-11-20,32,53,16,20,12,10,
673,1548.0,2013-11-16,44,41,42,54,47,19,
674,1547.0,2013-11-13,28,21,9,10,2,18,
675,1546.0,2013-11-09,38,44,17,60,4,53,
676,1545.0,2013-11-06,6,48,11,45,4,24,
677,1544.0,2013-11-01,30,50,45,2,35,21,
678,1543.0,2013-10-30,30,7,23,20,15,41,
679,1542.0,2013-10-26,7,12,57,11,30,39,
680,1541.0,2013-10-23,37,5,24,44,49,58,
681,1540.0,2013-10-19,54,47,27,17,3,32,
682,1539.0,2013-10-16,10,49,8,58,20,26,
683,1538.0,2013-10-11,35,52,27,53,57,23,
684,1537.0,2013-10-09,6,56,33,50,51,10,
685,1536.0,2013-10-05,18,32,29,13,50,58,
686,1535.0,2013-10-02,55,25,9,8,54,41,
687,1534.0,2013-09-28,28,12,34,29,1,48,
688,1533.0,2013-09-25,29,21,47,57,13,34,
689,1532.0,2013-09-21,42,2,11,23,31,44,
690,1531.0,2013-09-18,24,41,12,42,44,13,
691,1530.0,2013-09-14,53,10,28,16,48,33,
692,1529.0,2013-09-11,35,17,15,34,49,11,
693,1528.0,2013-09-06,4,13,58,36,19,15,
694,1527.0,2013-09-04,32,44,42,48,16,36,
695,1526.0,2013-08-31,51,47,28,10,59,16,
696,1525.0,2013-08-28,30,46,35,54,26,2,
697,1524.0,2013-08-24,40,53,12,46,2,52,
698,1523.0,2013-08-21,25,39,44,41,31,22,
699,1522.0,2013-08-17,33,5,23,32,8,56,
700,1521.0,2013-08-14,18,30,14,11,33,39,
701,1520.0,2013-08-10,36,46,48,31,7,35,
702,1519.0,2013-08-08,6,23,56,15,5,59,
703,1518.0,2013-08-06,28,8,55,41,48,9,
704,1517.0,2013-08-03,45,38,52,17,7,56,
705,1516.0,2013-07-31,34,60,18,45,4,20,
706,1515.0,2013-07-27,59,49,13,18,4,14,
707,1514.0,2013-07-24,23,16,17,59,42,60,
708,1513.0,2013-07-20,31,57,17,56,28,58,
709,1512.0,2013-07-17,35,11,28,46,42,58,
710,1511.0,2013-07-13,8,29,31,4,17,45,
711,1510.0,2013-07-10,1,8,44,17,46,53,
712,1509.0,2013-07-06,27,51,1,46,59,6,
713,1508.0,2013-07-03,58,39,18,17,35,30,
714,1507.0,2013-06-29,46,24,51,50,56,52,
715,1506.0,2013-06-26,49,34,42,18,3,14,
716,1505.0,2013-06-22,32,1,6,9,16,2,
717,1504.0,2013-06-19,41,2,42,30,12,10,
718,1503.0,2013-06-15,36,22,42,3,16,4,
719,1502.0,2013-06-12,6,43,22,52,57,51,
720,1501.0,2013-06-08,13,37,54,7,29,1,
721,1500.0,2013-06-05,57,43,18,59,10,31,
722,1499.0,2013-06-01,26,37,8,22,54,33,
723,1498.0,2013-05-29,11,46,27,49,6,40,
724,1497.0,2013-05-25,58,7,27,45,4,5,
725,1496.0,2013-05-22,28,18,41,54,14,47,
726,1495.0,2013-05-18,13,49,4,44,14,57,
727,1494.0,2013-05-15,50,28,35,24,2,14,
728,1493.0,2013-05-11,30,24,12,49,7,27,
729,1492.0,2013-05-08,48,44,46,4,18,9,
730,1491.0,2013-05-04,56,6,45,60,26,50,
731,1490.0,2013-05-02,31,32,43,3,52,1,
732,1489.0,2013-04-27,48,15,24,28,1,26,
733,1488.0,2013-04-24,4,51,45,22,38,25,
734,1487.0,2013-04-20,4,17,23,28,9,53,
735,1486.0,2013-04-17,10,1,34,54,6,40,
736,1485.0,2013-04-13,30,59,27,36,4,54,
737,1484.0,2013-04-10,49,29,17,53,20,24,
738,1483.0,2013-04-06,55,53,1,35,56,39,
739,1482.0,2013-04-03,11,9,6,34,41,53,
740,1481.0,2013-03-30,40,27,55,17,28,44,
741,1480.0,2013-03-27,9,14,26,36,52,21,
742,1479.0,2013-03-23,57,21,54,48,50,60,
743,1478.0,2013-03-20,10,40,27,47,55,37,
744,1477.0,2013-03-16,50,59,56,46,3,4,
745,1476.0,2013-03-13,26,10,4,37,47,57,
746,1475.0,2013-03-09,13,12,51,37,48,44,
747,1474.0,2013-03-06,2,43,11,1,3,28,
748,1473.0,2013-03-02,60,12,57,58,33,2,
749,1472.0,2013-02-27,12,23,25,18,45,50,
750,1471.0,2013-02-23,58,33,36,40,25,10,
751,1470.0,2013-02-20,2,34,51,36,38,55,
752,1469.0,2013-02-16,4,56,54,13,35,58,
753,1468.0,2013-02-13,2,20,37,19,1,10,
754,1467.0,2013-02-09,41,53,26,23,52,24,
755,1466.0,2013-02-06,4,13,51,37,6,34,
756,1465.0,2013-02-02,11,6,53,44,16,26,
757,1464.0,2013-01-30,59,2,54,32,24,50,
758,1463.0,2013-01-26,40,22,13,29,48,28,
759,1462.0,2013-01-23,5,9,25,40,38,27,
760,1461.0,2013-01-19,44,31,49,54,36,47,
761,1460.0,2013-01-16,50,52,14,4,27,38,
762,1459.0,2013-01-12,2,6,35,30,52,34,
763,1458.0,2013-01-09,2,16,4,44,33,51,
764,1457.0,2013-01-05,34,16,46,15,42,59,
765,1456.0,2013-01-02,36,6,40,14,8,26,
766,1455.0,2012-12-31,33,14,52,36,32,41,
767,1454.0,2012-12-22,27,52,41,29,4,48,
768,1453.0,2012-12-20,47,32,25,57,6,13,
769,1452.0,2012-12-18,50,57,58,28,2,14,
770,1451.0,2012-12-15,57,10,33,2,11,52,
771,1450.0,2012-12-12,27,45,44,26,38,31,
772,1449.0,2012-12-08,2,18,30,56,52,6,
773,1448.0,2012-12-05,25,29,36,1,56,60,
774,1447.0,2012-12-01,1,41,28,33,39,19,
775,1446.0,2012-11-28,13,32,6,51,40,24,
776,1445.0,2012-11-24,41,32,19,58,5,49,
777,1444.0,2012-11-21,2,5,55,28,27,48,
778,1443.0,2012-11-17,52,32,12,54,20,48,
779,1442.0,2012-11-14,12,20,13,49,34,30,
780,1441.0,2012-11-10,56,29,53,36,38,17,
781,1440.0,2012-11-07,6,28,56,2,36,51,
782,1439.0,2012-11-03,35,55,2,43,34,42,
783,1438.0,2012-10-31,49,7,33,31,36,14,
784,1437.0,2012-10-27,48,37,26,22,38,23,
785,1436.0,2012-10-24,1,23,13,30,24,57,
786,1435.0,2012-10-20,45,47,50,52,15,4,
787,1434.0,2012-10-17,3,34,58,22,18,55,
788,1433.0,2012-10-13,14,46,40,13,4,52,
789,1432.0,2012-10-10,16,24,25,45,59,42,
790,1431.0,2012-10-06,33,54,40,5,9,13,
791,1430.0,2012-10-03,19,2,30,46,22,52,
792,1429.0,2012-09-29,9,22,60,48,12,39,
793,1428.0,2012-09-26,15,55,37,34,19,7,
794,1427.0,2012-09-22,47,44,53,56,8,39,
795,1426.0,2012-09-19,24,44,6,15,18,30,
796,1425.0,2012-09-15,7,29,50,16,38,36,
797,1424.0,2012-09-12,60,38,29,3,7,15,
798,1423.0,2012-09-08,43,8,21,27,3,25,
799,1422.0,2012-09-05,17,44,2,5,13,39,
800,1421.0,2012-09-01,31,39,59,19,53,44,
801,1420.0,2012-08-29,45,16,18,11,36,2,
802,1419.0,2012-08-25,52,21,48,58,30,17,
803,1418.0,2012-08-22,7,8,10,27,12,56,
804,1417.0,2012-08-18,12,56,5,52,45,59,
805,1416.0,2012-08-15,49,3,19,35,22,24,
806,1415.0,2012-08-11,51,49,46,40,36,26,
807,1414.0,2012-08-09,44,49,57,37,21,46,
808,1413.0,2012-08-07,54,33,13,55,45,15,
809,1412.0,2012-08-04,6,8,37,24,45,41,
810,1411.0,2012-08-01,32,44,12,8,48,46,
811,1410.0,2012-07-28,54,29,18,42,40,50,
812,1409.0,2012-07-25,50,6,47,58,26,19,
813,1408.0,2012-07-21,43,39,20,19,24,4,
814,1407.0,2012-07-18,53,42,31,43,29,18,
815,1406.0,2012-07-14,7,10,38,17,24,57,
816,1405.0,2012-07-11,14,17,32,37,39,3,
817,1404.0,2012-07-07,7,32,31,51,27,8,
818,1403.0,2012-07-04,16,39,13,26,42,20,
819,1402.0,2012-06-30,38,10,27,2,21,9,
820,1401.0,2012-06-27,12,11,54,33,48,25,
821,1400.0,2012-06-23,34,26,9,43,54,53,
822,1399.0,2012-06-20,39,43,60,57,34,56,
823,1398.0,2012-06-16,42,51,14,40,32,33,
824,1397.0,2012-06-13,15,56,3,27,4,7,
825,1396.0,2012-06-09,52,48,54,58,55,29,
826,1395.0,2012-06-06,5,44,11,19,17,48,
827,1394.0,2012-06-02,11,35,16,46,24,50,
828,1393.0,2012-05-30,44,28,18,24,4,39,
829,1392.0,2012-05-26,43,8,2,28,33,12,
830,1391.0,2012-05-23,19,7,12,34,53,40,
831,1390.0,2012-05-19,29,27,19,4,28,31,
832,1389.0,2012-05-16,1,44,39,16,57,28,
833,1388.0,2012-05-12,54,31,50,43,29,22,
834,1387.0,2012-05-09,43,27,18,52,50,32,
835,1386.0,2012-05-05,39,56,28,12,51,38,
836,1385.0,2012-05-02,42,37,35,27,59,36,
837,1384.0,2012-04-28,56,18,31,2,30,45,
838,1383.0,2012-04-25,9,55,23,44,7,46,
839,1382.0,2012-04-20,17,27,55,13,5,16,
840,1381.0,2012-04-18,44,30,27,11,40,57,
841,1380.0,2012-04-14,52,14,3,60,57,55,
842,1379.0,2012-04-11,45,5,36,12,50,58,
843,1378.0,2012-04-07,18,17,59,2,54,5,
844,1377.0,2012-04-04,25,5,13,12,35,2,
845,1376.0,2012-03-31,53,49,21,11,54,9,
846,1375.0,2012-03-28,25,28,53,45,14,58,
847,1374.0,2012-03-24,21,33,28,31,43,6,
848,1373.0,2012-03-21,52,39,7,27,55,57,
849,1372.0,2012-03-17,46,60,58,36,40,3,
850,1371.0,2012-03-14,47,11,8,49,3,4,
851,1370.0,2012-03-10,2,27,59,49,4,5,
852,1369.0,2012-03-07,32,24,16,38,5,46,
853,1368.0,2012-03-03,10,26,29,38,32,21,
854,1367.0,2012-03-01,38,29,43,13,7,2,
855,1366.0,2012-02-25,59,44,54,37,27,12,
856,1365.0,2012-02-22,50,35,32,26,2,24,
857,1364.0,2012-02-18,20,13,40,10,53,44,
858,1363.0,2012-02-15,52,25,42,45,35,57,
859,1362.0,2012-02-11,58,19,12,22,2,36,
860,1361.0,2012-02-08,37,27,44,30,38,23,
861,1360.0,2012-02-04,50,25,17,16,54,2,
862,1359.0,2012-02-01,12,17,28,53,6,10,
863,1358.0,2012-01-28,16,15,37,3,35,47,
864,1357.0,2012-01-25,55,52,26,19,1,24,
865,1356.0,2012-01-21,21,46,6,22,13,31,
866,1355.0,2012-01-18,39,49,11,24,17,46,
867,1354.0,2012-01-14,2,42,8,49,48,38,
868,1353.0,2012-01-11,47,11,3,27,32,13,
869,1352.0,2012-01-07,35,59,36,9,18,24,
870,1351.0,2012-01-04,13,50,41,36,56,33,
871,1350.0,2011-12-31,4,36,29,55,45,3,
872,1349.0,2011-12-24,9,19,20,50,60,51,
873,1348.0,2011-12-22,38,45,39,7,12,56,
874,1347.0,2011-12-20,19,45,54,56,46,9,
875,1346.0,2011-12-17,59,47,32,48,40,12,
876,1345.0,2011-12-14,50,40,26,7,19,17,
877,1344.0,2011-12-10,19,42,8,36,21,59,
878,1343.0,2011-12-07,51,31,42,20,56,19,
879,1342.0,2011-12-03,5,60,46,42,50,7,
880,1341.0,2011-11-30,11,40,37,20,1,52,
881,1340.0,2011-11-26,36,21,13,59,60,30,
882,1339.0,2011-11-23,59,10,16,14,7,54,
883,1338.0,2011-11-19,19,33,18,43,60,1,
884,1337.0,2011-11-16,38,2,45,35,20,51,
885,1336.0,2011-11-12,51,54,32,1,38,47,
886,1335.0,2011-11-09,49,3,51,20,22,14,
887,1334.0,2011-11-05,8,25,27,6,10,1,
888,1333.0,2011-11-03,25,51,26,42,28,33,
889,1332.0,2011-10-29,5,13,3,24,35,59,
890,1331.0,2011-10-26,24,46,39,57,26,9,
891,1330.0,2011-10-22,48,8,21,18,49,30,
892,1329.0,2011-10-19,43,50,8,7,39,11,
893,1328.0,2011-10-15,43,27,59,53,23,10,
894,1327.0,2011-10-13,41,35,36,16,52,54,
895,1326.0,2011-10-08,30,19,10,18,50,11,
896,1325.0,2011-10-05,35,2,20,43,5,16,
897,1324.0,2011-10-01,29,44,51,31,18,57,
898,1323.0,2011-09-28,25,37,15,6,48,55,
899,1322.0,2011-09-24,55,43,21,10,47,53,
900,1321.0,2011-09-21,51,59,47,10,60,53,
901,1320.0,2011-09-17,38,17,55,41,24,25,
902,1319.0,2011-09-14,16,4,18,27,5,51,
903,1318.0,2011-09-10,34,46,14,28,11,16,
904,1317.0,2011-09-08,35,29,37,13,6,30,
905,1316.0,2011-09-03,48,34,25,42,13,8,
906,1315.0,2011-08-31,27,29,1,50,52,38,
907,1314.0,2011-08-27,42,44,52,58,60,38,
908,1313.0,2011-08-24,39,26,49,1,4,43,
909,1312.0,2011-08-20,28,30,29,22,20,5,
910,1311.0,2011-08-17,54,7,19,12,45,9,
911,1310.0,2011-08-13,14,8,53,9,59,32,
912,1309.0,2011-08-11,7,12,25,26,32,39,
913,1308.0,2011-08-09,24,33,7,30,47,8,
914,1307.0,2011-08-06,10,47,54,7,43,32,
915,1306.0,2011-08-03,45,6,19,34,43,22,
916,1305.0,2011-07-30,44,11,5,46,36,3,
917,1304.0,2011-07-27,35,23,15,7,20,14,
918,1303.0,2011-07-23,19,51,54,8,52,46,
919,1302.0,2011-07-20,44,15,56,2,10,57,
920,1301.0,2011-07-16,16,25,3,51,23,56,
921,1300.0,2011-07-13,46,43,59,54,44,53,
922,1299.0,2011-07-09,56,32,8,22,43,53,
923,1298.0,2011-07-06,60,14,53,30,15,55,
924,1297.0,2011-07-02,2,56,11,5,59,13,
925,1296.0,2011-06-29,49,43,14,10,53,46,
926,1295.0,2011-06-25,20,2,43,15,5,57,
927,1294.0,2011-06-22,6,50,4,48,29,51,
928,1293.0,2011-06-18,24,50,1,44,13,40,
929,1292.0,2011-06-15,30,31,23,9,54,11,
930,1291.0,2011-06-11,18,57,58,40,47,54,
931,1290.0,2011-06-08,14,50,3,23,2,34,
932,1289.0,2011-06-04,13,8,27,1,3,52,
933,1288.0,2011-06-01,42,32,56,40,30,17,
934,1287.0,2011-05-28,33,42,12,31,11,52,
935,1286.0,2011-05-25,5,52,2,33,51,28,
936,1285.0,2011-05-21,33,10,15,38,31,28,
937,1284.0,2011-05-18,26,21,20,36,31,29,
938,1283.0,2011-05-14,59,8,60,44,40,30,
939,1282.0,2011-05-11,4,39,56,23,52,55,
940,1281.0,2011-05-07,36,14,30,38,11,8,
941,1280.0,2011-05-04,29,6,54,10,20,16,
942,1279.0,2011-04-30,8,29,36,35,14,40,
943,1278.0,2011-04-27,4,16,24,56,25,30,
944,1277.0,2011-04-23,50,59,18,31,60,12,
945,1276.0,2011-04-20,9,40,5,22,36,11,
946,1275.0,2011-04-16,58,55,14,2,60,48,
947,1274.0,2011-04-13,13,59,21,17,40,39,
948,1273.0,2011-04-09,60,26,19,58,13,40,
949,1272.0,2011-04-06,28,27,13,35,26,52,
950,1271.0,2011-04-02,2,52,39,59,48,1,
951,1270.0,2011-03-30,31,33,24,5,42,9,
952,1269.0,2011-03-26,51,5,27,4,15,17,
953,1268.0,2011-03-23,17,53,60,44,16,3,
954,1267.0,2011-03-19,47,58,4,41,20,30,
955,1266.0,2011-03-16,39,6,42,10,60,33,
956,1265.0,2011-03-12,13,50,46,24,60,19,
957,1264.0,2011-03-09,56,17,37,51,4,36,
958,1263.0,2011-03-05,41,53,18,4,36,26,
959,1262.0,2011-03-02,11,39,9,5,8,7,
960,1261.0,2011-02-26,10,41,14,22,53,42,
961,1260.0,2011-02-23,19,23,31,53,29,41,
962,1259.0,2011-02-19,39,54,58,46,4,6,
963,1258.0,2011-02-16,47,26,11,57,59,55,
964,1257.0,2011-02-12,27,15,30,52,26,2,
965,1256.0,2011-02-09,26,38,33,35,53,43,
966,1255.0,2011-02-05,23,5,54,39,38,51,
967,1254.0,2011-02-02,9,29,18,7,14,39,
968,1253.0,2011-01-29,2,51,17,44,43,23,
969,1252.0,2011-01-26,35,2,51,14,49,39,
970,1251.0,2011-01-22,48,27,34,52,46,5,
971,1250.0,2011-01-19,59,1,2,40,51,24,
972,1249.0,2011-01-15,3,40,8,53,51,36,
973,1248.0,2011-01-12,20,33,58,34,57,60,
974,1247.0,2011-01-08,9,11,24,3,51,36,
975,1246.0,2011-01-05,59,10,37,57,40,43,
976,1245.0,2010-12-31,34,10,37,50,43,2,
977,1244.0,2010-12-24,45,8,34,15,2,25,
978,1243.0,2010-12-22,32,19,23,57,9,29,
979,1242.0,2010-12-20,54,45,51,11,34,48,
980,1241.0,2010-12-18,13,26,25,10,28,45,
981,1240.0,2010-12-15,22,42,49,8,12,9,
982,1239.0,2010-12-11,15,1,48,37,39,52,
983,1238.0,2010-12-08,40,45,24,14,13,39,
984,1237.0,2010-12-04,26,21,39,5,18,59,
985,1236.0,2010-12-01,17,20,38,8,53,3,
986,1235.0,2010-11-27,16,49,55,20,10,26,
987,1234.0,2010-11-24,3,5,24,19,30,35,
988,1233.0,2010-11-20,49,22,59,29,32,54,
989,1232.0,2010-11-17,12,18,15,8,11,22,
990,1231.0,2010-11-13,20,27,49,5,23,39,
991,1230.0,2010-11-10,37,35,12,22,19,9,
992,1229.0,2010-11-06,12,49,60,32,30,40,
993,1228.0,2010-11-03,36,10,60,52,50,23,
994,1227.0,2010-10-30,35,31,4,30,54,28,
995,1226.0,2010-10-27,31,55,56,50,40,10,
996,1225.0,2010-10-23,32,55,34,31,50,40,
997,1224.0,2010-10-20,41,19,57,53,21,27,
998,1223.0,2010-10-16,17,15,48,42,35,47,
999,1222.0,2010-10-13,26,19,48,57,5,8,
1000,1221.0,2010-10-09,46,5,58,37,14,43,
1001,1220.0,2010-10-06,48,55,52,43,5,15,
1002,1219.0,2010-10-02,34,37,41,53,2,33,
1003,1218.0,2010-09-29,33,23,29,46,10,31,
1004,1217.0,2010-09-25,5,43,28,15,11,50,
1005,1216.0,2010-09-22,7,25,4,58,13,27,
1006,1215.0,2010-09-18,47,51,10,50,30,25,
1007,1214.0,2010-09-15,5,41,29,36,30,48,
1008,1213.0,2010-09-11,3,53,45,11,34,26,
1009,1212.0,2010-09-08,35,50,2,23,33,40,
1010,1211.0,2010-09-04,36,54,3,31,15,48,
1011,1210.0,2010-09-01,3,7,9,10,31,34,
1012,1209.0,2010-08-28,30,17,38,14,5,35,
1013,1208.0,2010-08-25,45,12,1,26,54,20,
1014,1207.0,2010-08-21,32,35,22,9,56,11,
1015,1206.0,2010-08-18,2,11,37,36,48,6,
1016,1205.0,2010-08-14,14,4,26,35,29,13,
1017,1204.0,2010-08-11,10,25,5,39,52,43,
1018,1203.0,2010-08-07,55,30,33,9,7,38,
1019,1202.0,2010-08-04,9,60,11,53,48,8,
1020,1201.0,2010-07-31,36,32,55,49,60,28,
1021,1200.0,2010-07-28,10,3,39,54,56,11,
1022,1199.0,2010-07-24,58,28,23,39,16,19,
1023,1198.0,2010-07-21,29,22,36,58,41,48,
1024,1197.0,2010-07-17,39,54,36,37,60,49,
1025,1196.0,2010-07-14,60,3,20,19,58,6,
1026,1195.0,2010-07-10,27,17,57,26,55,20,
